id,comment,sentiment
794,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
795,আজকের আবহাওয়া চমৎকার।,positive
796,সিনেমাটি বিরক্তিকর ছিল।,negative
797,সেবাটি একেবারেই সন্তোষজনক ছিল না।,negative
798,"আমি প্রতিদিন সকালে হাঁটতে যাই, যা আমার স্বাস্থ্যের জন্য ভালো এবং মনও ফ্রেশ থাকে।",neutral
799,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
800,আমি সকাল ৭টায় উঠেছি।,neutral
801,আমি সকাল ৭টায় উঠেছি।,neutral
802,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
803,আমরা আগামী সপ্তাহে একটি নতুন প্রকল্প শুরু করব এবং এর জন্য আজ মিটিং অনুষ্ঠিত হয়েছে।,neutral
804,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
805,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
806,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
807,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
808,খাবারটি একদমই ভালো ছিল না।,negative
809,আমরা আগামী সপ্তাহে একটি নতুন প্রকল্প শুরু করব এবং এর জন্য আজ মিটিং অনুষ্ঠিত হয়েছে।,neutral
810,"আমি প্রতিদিন সকালে হাঁটতে যাই, যা আমার স্বাস্থ্যের জন্য ভালো এবং মনও ফ্রেশ থাকে।",neutral
811,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
812,তোমার সাহায্যের জন্য ধন্যবাদ।,positive
813,তুমি সময়মতো কাজ করোনি।,negative
814,তোমার সাহায্যের জন্য ধন্যবাদ।,positive
815,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
816,তুমি দারুণ কাজ করেছো।,positive
817,এই সপ্তাহে অনেক কাজ আছে।,neutral
818,আমি নতুন একটি বই কিনেছি।,neutral
819,এই সপ্তাহে অনেক কাজ আছে।,neutral
820,রাত ১০টায় ঘুমাতে যাব।,neutral
821,বন্ধুদের সাথে সময় কাটিয়ে খুব ভালো লেগেছে।,positive
822,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
823,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
